num,dataset,variable group,Variable Type (SAS),core,variable,label,whereClause,dataType,length,fractionDigits,sasFieldName,codeList,displayFormat,role,mandatory,comment,method,methodName,note,lengthAsData,lengthAsCodeList,originType,originDescription,crfPages,VARIABLE_CODELIST
22,ADMH,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG1,Pooled Cohort Group 1,,text,24,,COHORTG1,Pooled Cohort Group 1,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.COHORTG1,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5-8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)@COHORT2@COHORT3@COHORT4@COHORT 5-8
23,ADMH,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG2,Pooled Cohort Group 2,,text,24,,COHORTG2,Pooled Cohort Group 2,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.COHORTG2,,COHORT 1-8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)
24,ADMH,OCCDS Identifier Variables,Num,Req,MHSEQ,Sequence Number,,integer,2,,MHSEQ,,,,Yes,,,,,TRUE,,Predecessor,MH.MHSEQ,,
25,ADMH,MedDRA Dictionary Coding Variables,Char,Req,MHTERM,Reported Term,,text,88,,MHTERM,,,,Yes,,,,,TRUE,,Predecessor,MH.MHTERM,,
26,ADMH,MedDRA Dictionary Coding Variables,Char,Cond,MHDECOD,Dictionary-Derived Term,,text,30,,MHDECOD,,,,No,,,,,TRUE,,Predecessor,MH.MHDECOD,,PLEASE ADD DICTIONARY_@_PLEASE ADD DICTIONARY_
27,ADMH,MedDRA Dictionary Coding Variables,Char,Cond,MHBODSYS,Body System or Organ Class,,text,67,,MHBODSYS,,,,No,,,,,TRUE,,Predecessor,MH.MHBODSYS,,PLEASE ADD DICTIONARY_@_PLEASE ADD DICTIONARY_
28,ADMH,MedDRA Dictionary Coding Variables,Num,Perm,MHBDSYCD,Body System or Organ Class Code,,integer,8,,MHBDSYCD,,,,No,,,,,TRUE,,Predecessor,MH.MHBDSYCD,,
29,ADMH,MedDRA Dictionary Coding Variables,Char,Cond,MHLLT,Lowest Level Term,,text,38,,MHLLT,,,,No,,,,,TRUE,,Predecessor,MH.MHLLT,,PLEASE ADD DICTIONARY_@_PLEASE ADD DICTIONARY_
30,ADMH,MedDRA Dictionary Coding Variables,Num,Perm,MHLLTCD,Lowest Level Term Code,,integer,8,,MHLLTCD,,,,No,,,,,TRUE,,Predecessor,MH.MHLLTCD,,
31,ADMH,MedDRA Dictionary Coding Variables,Num,Perm,MHPTCD,Preferred Term Code,,integer,8,,MHPTCD,,,,No,,,,,TRUE,,Predecessor,MH.MHPTCD,,
32,ADMH,MedDRA Dictionary Coding Variables,Char,Cond,MHHLT,High Level Term,,text,56,,MHHLT,,,,No,,,,,TRUE,,Predecessor,MH.MHHLT,,PLEASE ADD DICTIONARY_@_PLEASE ADD DICTIONARY_
33,ADMH,MedDRA Dictionary Coding Variables,Num,Perm,MHHLTCD,High Level Term Code,,integer,8,,MHHLTCD,,,,No,,,,,TRUE,,Predecessor,MH.MHHLTCD,,
34,ADMH,MedDRA Dictionary Coding Variables,Char,Cond,MHHLGT,High Level Group Term,,text,86,,MHHLGT,,,,No,,,,,TRUE,,Predecessor,MH.MHHLGT,,PLEASE ADD DICTIONARY_@_PLEASE ADD DICTIONARY_
35,ADMH,MedDRA Dictionary Coding Variables,Num,Perm,MHHLGTCD,High Level Group Term Code,,integer,8,,MHHLGTCD,,,,No,,,,,TRUE,,Predecessor,MH.MHHLGTCD,,
38,ADMH,Timing Variables,Char,Perm,MHSTDTC,Start Date/Time of Observation,,text,10,,MHSTDTC,,ISO 8601,,No,,,,,TRUE,,Predecessor,MH.MHSTDTC,,
39,ADMH,Timing Variables,Char,Cond,MHENDTC,End Date/Time of Observation,,text,10,,MHENDTC,,ISO 8601,,No,,,,,TRUE,,Predecessor,MH.MHENDTC,,
40,ADMH,,Char,,MHENRTPT,End Relative to Reference Time Point,,text,7,,MHENRTPT,STENRF,,,No,,,,,TRUE,TRUE,Predecessor,MH.MHENRTPT,,BEFORE@ONGOING@UNKNOWN
41,ADMH,,Char,,MHENTPT,End Reference Time Point,,text,9,,MHENTPT,End Reference Time Point - MH,,,No,,,,,TRUE,TRUE,Predecessor,MHENTPT,,SCREENING
42,ADMH,Other Categorization Variables,Char,Perm,ACAT1,Analysis Category 1,,text,23,,ACAT1,Analysis Category 1 - MH,,,No,,"If MHENRTPT = ""BEFORE"" then ACAT1 = ""PAST MEDICAL HISTORY"". Else if MHENRTPT = ""ONGOING"" then ACAT1 = ""CURRENT MEDICAL HISTORY"".",MT.ADMH.ACAT1,,TRUE,TRUE,Derived,,,PAST MEDICAL HISTORY@CURRENT MEDICAL HISTORY
43,ADMH,OCCDS Occurrence Flag Variables,Char,Perm,AOCCFL,1st Occurrence within Subject Flag,,text,1,,AOCCFL,No Yes Response - Y,,,No,,"Set to ""Y"" for the first record of the subject within each analysis category (ACAT1) after sorting by USUBJID, ACAT1 and start date of the condition (MHSTDTC)",MT.ADMH.AOCCFL,,TRUE,TRUE,Derived,,,Y
44,ADMH,OCCDS Occurrence Flag Variables,Char,Perm,AOCCSFL,1st Occurrence of SOC Flag,,text,1,,AOCCSFL,No Yes Response - Y,,,No,,"Set to ""Y"" for the first record of the subject within each combination of analysis cateorgy (ACAT1)  and body system  (MHBODSYS) after sorting by USUBJID, MHBODSYS, ACAT1 and start datetime of the condition (MHSTDTC)",MT.ADMH.AOCCSFL,,TRUE,TRUE,Derived,,,Y
45,ADMH,MedDRA Occurrence Flag Variables,Char,Perm,AOCCPFL,1st Occurrence of Preferred Term Flag,,text,1,,AOCCPFL,No Yes Response - Y,,,No,,"Set to ""Y"" for the first record of the subject within each combination of analysis category (ACAT1), body system (MHBODSYS) and dictionary-derived terms (MHDECOD) after sorting by USUBJID, MHBODSYS, MHDECOD and start datetime of the condition (MHSTDTC)",MT.ADMH.AOCCPFL,,TRUE,TRUE,Derived,,,Y
36,ADMH_not_used,MedDRA Dictionary Coding Variables,Char,Cond,MHSOC,Primary System Organ Class,,text,67,,MHSOC,,,,,,,,,TRUE,,Predecessor,MH.MHSOC,,PLEASE ADD DICTIONARY_@_PLEASE ADD DICTIONARY_
37,ADMH_not_used,MedDRA Dictionary Coding Variables,Num,Perm,MHSOCCD,Primary System Organ Class Code,,integer,8,,MHSOCCD,,,,,,,,,TRUE,,Predecessor,MH.MHSOCCD,,
31,ADMH_not_used,Timing Variables,Num,Cond,ASTDT,Analysis Start Date,,text,10,,,,,,,,,,,,,Derived,,,
32,ADMH_not_used,Timing Variables,Char,Cond,ASTDTF,Analysis Start Date Imputation Flag,,text,7,,,,,,,,,,,,,Derived,,,
37,ADMH_not_used,Timing Variables,Num,Cond,AENDT,Analysis End Date,,text,1,,,,,,,,,,,,,Derived,,,
38,ADMH_not_used,Timing Variables,Char,Cond,AENDTF,Analysis End Date Imputation Flag,,text,,,,,,,,,,,,,,Derived,,,
39,ADMH_not_used,Timing Variables,Num,Cond,ASTDY,Analysis Start Relative Day,,integer,,,,,,,,,,,,,,Derived,,,
40,ADMH_not_used,Timing Variables,Num,Perm,#NAME?,Study Day of Start of Observation,,integer,,,,,,,,,,,,,,Predecessor,,,
41,ADMH_not_used,Timing Variables,Num,Perm,AENDY,Analysis End Relative Day,,integer,,,,,,,,,,,,,,Derived,,,
42,ADMH_not_used,Timing Variables,Num,Perm,#NAME?,Study Day of End of Observation,,integer,,,,,,,,,,,,,,Predecessor,,,
43,ADMH_not_used,Timing Variables,Num,Perm,ADURN,Analysis Duration (N),,integer,,,,,,,,,,,,,,Derived,,,
44,ADMH_not_used,Timing Variables,Char,Cond,ADURU,Analysis Duration Units,,text,,,,,,,,,,,,,,Derived,,,
45,ADMH_not_used,Timing Variables,Char,Perm,#NAME?,Duration of XX,,text,,,,,,,,,,,,,,Predecessor,,,
46,ADMH_not_used,OCCDS Indicator Variables,Char,Cond,ANLzzFL,Analysis Flag zz,,text,,,,,,,,,,,,,,Derived,,,
1,ADPC,Identifier Variables for BDS Datasets,Char,Req,STUDYID,Study Identifier,,text,11,,STUDYID,Study Identifier,,,Yes,,,,,TRUE,TRUE,Predecessor,ADSL.STUDYID,,
2,ADPC,Identifier Variables for BDS Datasets,Char,Req,USUBJID,Unique Subject Identifier,,text,18,,USUBJID,,,,Yes,,,,,TRUE,,Predecessor,ADSL.USUBJID,,
3,ADPC,ADSL Identifier Variables,Char,Req,SUBJID,Subject Identifier for the Study,,text,3,,SUBJID,,,,No,,,,,TRUE,,Predecessor,ADSL.SUBJID,,
4,ADPC,Identifier Variables for BDS Datasets,Char,Perm,SITEID,Study Site Identifier,,text,2,,SITEID,Study Site Identifier,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.SITEID,,
5,ADPC,ADSL Subject Demographics Variables,Num,Req,AGE,Age,,integer,2,,AGE,,,,No,,,,,TRUE,,Predecessor,ADSL.AGE,,
6,ADPC,ADSL Subject Demographics Variables,Char,Req,AGEU,Age Units,,text,5,,AGEU,Age Units,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.AGEU,,YEARS
7,ADPC,ADSL Subject Demographics Variables,Char,Req,SEX,Sex,,text,1,,SEX,Sex,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.SEX,,M@F
8,ADPC,ADSL Subject Demographics Variables,Char,Req,RACE,Race,,text,41,,RACE,Race,,,No,,,,,FALSE,TRUE,Predecessor,ADSL.RACE,,WHITE@BLACK OR AFRICAN AMERICAN@OTHER@ASIAN
9,ADPC,ADSL Population Indicator Variables,Char,Cond,SAFFL,Safety Population Flag,,text,1,,SAFFL,No Yes Response - N/Y,,,Yes,,,,,TRUE,TRUE,Predecessor,ADSL.SAFFL,,Y@N
10,ADPC,ADSL Population Indicator Variables (Sponsor-Defined),Char,,PKFL,Pharmacokinetic Analysis Population Flag,,text,1,,PKFL,No Yes Response - N/Y,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.PKFL,,Y
11,ADPC,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSDT,Date of First Exposure to Treatment,,integer,5,,TRTSDT,,YYMMDD10.,,No,,,,,TRUE,,Predecessor,ADSL.TRTSDT,,
12,ADPC,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSTM,Time of First Exposure to Treatment,,integer,5,,TRTSTM,,TIME5.,,No,,,,,TRUE,,Predecessor,ADSL.TRTSTM,,
13,ADPC,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSDTM,Datetime of First Exposure to Treatment,,integer,10,,TRTSDTM,,E8601DT16.,,No,,,,,TRUE,,Predecessor,ADSL.TRTSDTM,,
14,ADPC,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTEDT,Date of Last Exposure to Treatment,,integer,5,,TRTEDT,,YYMMDD10.,,No,,,,,TRUE,,Predecessor,ADSL.TRTEDT,,
15,ADPC,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTETM,Time of Last Exposure to Treatment,,integer,5,,TRTETM,,TIME5.,,No,,,,,TRUE,,Predecessor,ADSL.TRTETM,,
16,ADPC,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTEDTM,Datetime of Last Exposure to Treatment,,integer,10,,TRTEDTM,,E8601DT16.,,No,,,,,TRUE,,Predecessor,ADSL.TRTEDTM,,
17,ADPC,Record-Level Treatment Variables for BDS Datasets ,Char,Cond,TRTP,Planned Treatment,,text,30,,TRTP,Planned/Actual Treatment ,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.TRT01P,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@100 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
18,ADPC,Record-Level Treatment Variables for BDS Datasets (Sponsor-Defined),Char,,TRTPG1,Planned Pooled Treatment 1,,text,8,,TRTPG1,Planned/Actual Pooled Treatment,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.TRT01PG1,,Placebo@MEDI0618
19,ADPC,Record-Level Treatment Variables for BDS Datasets ,Char,,TRTA,Actual Treatment,,text,30,,TRTA,Planned/Actual Treatment ,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.TRT01A,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@80 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)
20,ADPC,Record-Level Treatment Variables for BDS Datasets (Sponsor-Defined),Char,,TRTAG1,Actual Pooled Treatment 1,,text,8,,TRTAG1,Planned/Actual Pooled Treatment,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.TRT01AG1,,Placebo@MEDI0618
21,ADPC,Record-Level Dose Variables for BDS Datasets,Num,,DOSEP,Planned Treatment Dose,,float,4,2,DOSEP,,,,No,,,,,TRUE,,Predecessor,ADSL.DOSEP,,
22,ADPC,Record-Level Dose Variables for BDS Datasets,Num,,DOSEA,Actual Treatment Dose,,float,4,2,DOSEA,,,,No,,,,,TRUE,,Predecessor,ADSL.DOSEA,,
23,ADPC,Record-Level Dose Variables for BDS Datasets,Char,,DOSEU,Treatment Dose Units,,text,2,,DOSEU,Dose Units,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.DOSEU,,
25,ADPC,Sponsor-defined variable,Char,,ROUTE,Route of Administration,,text,12,,ROUTE,Route of Administration,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.ROUTE,,
26,ADPC,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORT,Cohort ,,text,23,,COHORT,Cohort,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.COHORT,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5 (INTRAVENOUS)@COHORT 6 (INTRAVENOUS)@COHORT 7 (INTRAVENOUS)@COHORT 8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)@COHORT2@COHORT3@COHORT4@COHORT5@COHORT6@COHORT7@COHORT8
27,ADPC,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG1,Pooled Cohort Group 1,,text,24,,COHORTG1,Pooled Cohort Group 1,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.COHORTG1,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5-8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)@COHORT2@COHORT3@COHORT4@COHORT 5-8
28,ADPC,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG2,Pooled Cohort Group 2,,text,24,,COHORTG2,Pooled Cohort Group 2,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.COHORTG2,,COHORT 1-8 (INTRAVENOUS)@COHORT 1-8
29,ADPC,Sponsor-defined variable,Num,,WEIGHTBL,Baseline Weight (kg),,float,5,1,WEIGHTBL,,,,No,,,,,TRUE,,Predecessor,ADSL.WEIGHTBL,,
30,ADPC,Sponsor-defined variable,Char,,ADAPOSFL,ADA Positive at any Visit,,text,1,,ADAPOSFL,No Yes Response - N/Y,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.ADAPOSFL,,
31,ADPC,Timing Variables for BDS Datasets,Num,Perm,ADT,Analysis Date,,integer,5,,ADT,,YYMMDD10.,,No,,Date part of PC.PCDTC converted to numeric SAS date,MT.ADPC.ADT,,TRUE,,Derived,,,
32,ADPC,Timing Variables for BDS Datasets,Num,Perm,ATM,Analysis Time,,integer,5,,ATM,,TIME5.,,No,,Time part of PC.PCDTC converted to numeric SAS time,MT.ADPC.ATM,,TRUE,,Derived,,,
33,ADPC,Timing Variables for BDS Datasets,Num,Perm,ADTM,Analysis Datetime,,integer,10,,ADTM,,E8601DT16.,,No,,PC.PCDTC converted to numeric SAS date,MT.ADPC.ADTM,,TRUE,,Derived,,,
34,ADPC,Timing Variables for BDS Datasets,Num,Perm,ADY,Analysis Relative Day ,,integer,2,,ADY,,,,No,,If ADT >= TRTSDT then ADY = ADT - TRTSDT + 1. Else if ADT<TRTSDT then ADY = ADT - TRTSDT,MT.ADPC.ADY,,TRUE,,Derived,,,
43,ADPC,Timing Variables for BDS Datasets,Char,Cond,AVISIT,Analysis Visit ,,text,9,,AVISIT,Analysis Visits - ADPC,,,No,,"If ADTM <= TRTSDTM then AVISIT = ""Baseline"". Else if PC.VISIT=""TREATMENT"" then AVISIT = ""Treatment"". Else AVISIT = ""DAY XX"" with XX being the prescribed study day of PC.VISIT",MT.ADPC.AVISIT,,TRUE,TRUE,Derived,,,Treatment@Baseline@Day 8@Day 15@Day 22@Day 29@Day 43@Day 57@Day 71@Day 85@Early termination@Unscheduled 2.01
44,ADPC,Timing Variables for BDS Datasets,Num,Perm,AVISITN,Analysis Visit (N),,integer,2,,AVISITN,Analysis Visits (N) - ADPC,,,No,Numeric code for AVISITN,Numeric code for AVISITN,,,TRUE,TRUE,Assigned,,,
45,ADPC,Timing Variables for BDS Datasets,Char,Cond,ATPT,Analysis Timepoint,,text,8,,ATPT,Analysis Timepoints - ADPC,,,Yes,,"If VISITNUM=1 then ATPT = ""Pre-dose"". Else if PC.PCTPT=""60 MIN"" then ATPT = ""1 hour"". Else if PC.PCTPT ^= MISSING then ATPT = lowcase(PC.PCTPT). ",MT.ADPC.ATPT,,TRUE,TRUE,Derived,,,8 hours@12 hours@24 hours@48 hours@Pre-dose@1 hour@15 min@30 min@45 min@2 hours@4 hours
46,ADPC,Timing Variables for BDS Datasets,Num,Perm,ATPTN,Analysis Timepoint (N),,integer,5,,ATPTN,Analysis Timepoints (N) - ADPC,,,No,Numeric code for ATPT,,,,TRUE,TRUE,Assigned,,,
47,ADPC,Timing Variables for BDS Datasets,Char,Perm,ATPTREF,Analysis Timepoint Reference,,text,17,,ATPTREF,Analysis Timepoint Reference,,,No,,"If PC.PCTPTREF=""START OF EXPOSURE TO STUDY DRUG"" or VISITNUM=1  then ATPTREF = ""Start of exposure"". Else if PC.PCTPTREF=""END OF EXPOSURE TO STUDY DRUG"" then ATPTREF = ""End of exposure""",MT.ADPC.ATPTREF,,TRUE,TRUE,Derived,,,End of exposure@Start of exposure
48,ADPC,Timing Variables for BDS Datasets (Sponsor-Defined),Num,,ARFTDTM,Anchor Timepoint for Analysis Rel. Time,,integer,10,,ARFTDTM,,E8601DT16.,,No,,"If PC.PCTPTREF=""START OF TREATMENT"" or VISITNUM=1 then ARFTDTM = TRTSDTM. Else if PC.PCTPTREF=""END OF TREATMENT"" then ARFTDTM = TRTEDTM",MT.ADPC.ARFTDTM,,TRUE,,Derived,,,
49,ADPC,Timing Variables for BDS Datasets,Num,Perm,ARELTM,Analysis Relative Time,,integer,6,,ARELTM,,TIME5.,,No,,ARELTM = ADTM - ARFTDTM,MT.ADPC.ARELTM,,TRUE,,Derived,,,
50,ADPC,Timing Variables for BDS Datasets,Char,Perm,ARELTMU,Analysis Relative Time Unit,,text,5,,ARELTMU,Analysis Relative Time Unit - ADPC,,,No,Refers to display format which was chosen to be consistent with ATPTN.,,,,TRUE,TRUE,Assigned,,,HH:MM
104,ADPC,Analysis Parameter Variables for BDS Datasets,Char,Req,PARAM,Parameter ,,text,30,,PARAM,Analysis Parameter - ADPC,,,Yes,,,,,TRUE,TRUE,Assigned,,,MEDI0618 concentration (ug/mL)@Diastolic Blood Pressure (mmHg)@Pulse Rate (beats/min)@Respiratory Rate (breaths/min)@Systolic Blood Pressure (mmHg)@Temperature (C)
105,ADPC,Analysis Parameter Variables for BDS Datasets,Char,Req,PARAMCD,Parameter Code,,text,8,,PARAMCD,Test Category PC,,,Yes,,,,,TRUE,TRUE,Predecessor,PC.PCTESTCD,,MEDI0618@DIABP@PULSE@RESP@SYSBP@TEMP
110,ADPC,Analysis Parameter Variables for BDS Datasets,Num,Cond,AVAL,Analysis Value,,float,6,4,AVAL,,,,Yes,,"If PC.PCSTRESN GE PC.PCLLOQ then AVAL = PC.PCSTRESN. Else if PC.PCSTRESC=""BLQ"" then AVALC = PC.PCLLOQ",,,TRUE,,Derived,,,
111,ADPC,Analysis Parameter Variables for BDS Datasets,Num,,LNAVAL,Natural Logarithm of Analysis Value,,float,12,10,LNAVAL,,6.3,,No,,LNAVAL = log(AVAL),,,TRUE,,Derived,,,
112,ADPC,Analysis Descriptor Variables for BDS Datasets,Char,Cond,DTYPE,Derivation Type,,text,4,,DTYPE,Derivation Type - ADPC,,,No,"Set to ""LLOQ"" if PCSTRESC=""BLQ"".",,,,TRUE,TRUE,Assigned,,,LLOQ
113,ADPC,SDTM Variable for Listing,Char,,SAMPCOM,Sample Comment,,text,14,,SAMPCOM,,,,No,,,,,TRUE,,Predecessor,PC.SAMPCOM,,
184,ADPC,SDTM Variable for Traceability,Num,,PCSEQ,Source Sequence Number,,integer,2,,PCSEQ,,,,No,,,,,TRUE,,Predecessor,PC.PCSEQ,,
185,ADPC,SDTM Variable for Traceability,Char,,PCSTRESC,Result or Finding in Standard Format,,text,6,,PCSTRESC,,,,No,,,,,TRUE,,Predecessor,PC.PCSTRESC,,BLQ@0.0346@0.0379@0.0424@0.0347@0.0338@0.0476@0.135@0.117@0.107@0.0712@0.147@0.126@0.108@0.0789@0.144@0.124@0.112@0.0906@0.0621@0.134@0.454@0.382@0.355@0.319@0.517@0.0898@0.0339@0.331@0.318@0.279@0.209@0.317@0.059@0.278@0.275@0.231@0.182@0.335@0.0636@0.375@0.361@0.350@0.237@0.451@0.0985@0.0418@0.376@0.366@0.329@0.267@0.424@0.0782@0.264@0.235@1.37@0.145@0.298@0.0349@0.506@0.456@0.453@0.343@0.513@0.142@0.051@0.633@0.574@0.516@0.437@0.725@0.161@0.0683@0.945@0.865@0.716@1.02@0.184@0.0722@0.0387@1.19@1.04@0.761@1.33@0.270@0.106@0.0495@1.11@1.03@0.964@0.717@1.18@0.129@0.0582@0.731@0.658@0.837@0.489@0.931@0.152@0.0549@3.16@2.77@2.79@2.20@3.80@0.783@0.128@0.0699@3.14@2.82@2.53@1.99@3.75@0.772@0.149@0.0896@0.0376@4.24@3.76@9.61@2.71@4.98@0.459@0.205@0.122@0.0465@2.66@2.49@2.52@1.72@3.44@0.599@0.240@0.105@0.0540@3.42@3.69@3.11@2.57@4.03@0.993@0.433@0.225@0.120@3.38@3.23@42.8@1.98@4.28@0.337@0.189@0.115@0.0401@14.2@13.4@14.7@11.2@17.9@5.54@3.31@1.81@1.00@0.359@0.151@0.0591@13.2@12.0@11.5@9.67@43.6@4.88@2.13@0.921@0.508@0.148@0.0579@14.0@13.0@12.5@10.5@15.3@4.80@2.68@1.40@0.832@0.280@0.133@0.0608@0.0333@13.3@11.3@10.0@15.8@4.23@2.16@0.938@0.566@0.179@0.0757@0.0352@18.5@5.80@3.27@1.73@0.953@0.306@0.0982@13.7@11.0@15.5@4.93@0.585@0.0796@0.0359@28.7@26.9@25.8@20.7@32.6@11.1@6.43@4.90@2.63@0.942@0.168@0.0843@NRR@28.8@25.1@22.0@31.5@6.99@4.17@2.70@0.911@0.344@0.160@0.0766@22.6@22.8@22.4@19.1@27.4@12.7@7.12@5.47@3.56@1.83@0.808@0.440@0.271@23.5@23.8@18.9@17.2@22.7@11.6@7.13@4.47@2.69@0.992@0.166@27.9@25.4@29.9@21.8@29.3@6.58@4.16@2.44@0.838@0.330@0.0817@24.8@22.5@18.8@11.9@7.83@5.36@3.06@0.492@0.248@59.3@56.9@56.4@46.4@67.4@19.7@16.3@4.66@2.42@0.826@49.5@46.3@47.6@37.7@62.2@24.6@17.0@9.84@5.02@2.24@1.07@0.520@50.9@48.3@51.2@39.3@61.4@25.7@5.72@2.76@1.38@0.744@54.6@49.2@50.1@42.1@62.6@19.4@12.9@9.29@5.23@2.31@0.977@0.472@49.7@45.1@36.2@55.1@21.1@17.6@13.9@10.7@6.67@3.39@1.63@0.919@48.6@42.0@36.4@56.2@9.03@5.60@2.22@0.869@0.850@1.56@2.90@6.18@8.52@5.15@1.75@0.638@0.258@0.0630@1.29@5.07@7.08@4.62@3.08@0.664@3.22@4.29@5.27@7.59@6.45@5.63@2.33@0.682@0.251@0.0574@2.99@4.51@4.71@2.89@0.0545@1.67@3.49@4.94@6.44@5.68@4.46@2.84@1.13@0.478@0.228@0.681@1.22@1.88@5.76@3.47@0.983@0.300@0.0456
186,ADPC,SDTM Variable for Traceability,Char,,PCSTRESU,Standard Units,,text,4,,PCSTRESU,UNIT3,,,No,,,,,TRUE,TRUE,Predecessor,PC.PCSTRESU,,mg/L
187,ADPC,SDTM Variable for Traceability,Char,,VISIT,Visit Name,,text,18,,VISIT,,,,No,,,,,TRUE,,Predecessor,PC.VISIT,,TREATMENT@FINAL VISIT DAY 8@FOLLOW-UP DAY 8@FINAL VISIT DAY 15@FOLLOW-UP DAY 15@FOLLOW-UP DAY 22@FINAL VISIT DAY 29@FOLLOW-UP DAY 29@FOLLOW-UP DAY 43@FINAL VISIT DAY 57@FOLLOW-UP DAY 57@FOLLOW-UP DAY 71@FINAL VISIT DAY 85@EARLY TERMINATION@SCREENING@UNSCHEDULED 2.01@UNSCHEDULED 1.01@UNSCHEDULED 1.02
189,ADPC,SDTM Variable for Traceability,Char,,PCTPT,Planned Time Point Name,,text,8,,PCTPT,,,,No,,,,,TRUE,,Predecessor,PC.VSTPT,,8 HOURS@12 HOURS@24 HOURS@48 HOURS@PRE-DOSE@60 MIN@DAY -1@15 MIN@30 MIN@45 MIN@1 HOUR@2 HOURS@4 HOURS
190,ADPC,SDTM Variable for Traceability,Char,,PCTPTREF,Time Point Reference,,text,31,,PCTPTREF,,,,No,,,,,TRUE,,Predecessor,PC.PCTPTREF,,END OF EXPOSURE TO STUDY DRUG@START OF EXPOSURE TO STUDY DRUG@START OF TREATMENT@END OF TREATMENT
191,ADPC,SDTM Variable for Traceability,Char,,PCDTC,Date/Time of Measurements,,text,16,,PCDTC,,ISO 8601,,No,,,,,TRUE,,Predecessor,PC.PCDTC,,
1,ADPP,Identifier Variables for BDS Datasets,Char,Req,STUDYID,Study Identifier,,text,11,,STUDYID,Study Identifier,,,Yes,,,,,TRUE,TRUE,Predecessor,ADSL.STUDYID,,
2,ADPP,Identifier Variables for BDS Datasets,Char,Req,USUBJID,Unique Subject Identifier,,text,18,,USUBJID,,,,Yes,,,,,TRUE,,Predecessor,ADSL.USUBJID,,
3,ADPP,ADSL Identifier Variables,Char,Req,SUBJID,Subject Identifier for the Study,,text,3,,SUBJID,,,,No,,,,,TRUE,,Predecessor,ADSL.SUBJID,,
4,ADPP,Identifier Variables for BDS Datasets,Char,Perm,SITEID,Study Site Identifier,,text,2,,SITEID,Study Site Identifier,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.SITEID,,
5,ADPP,ADSL Subject Demographics Variables,Num,Req,AGE,Age,,integer,2,,AGE,,,,No,,,,,TRUE,,Predecessor,ADSL.AGE,,
